,Year,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Price,Miles_Driven
4841,2014,Diesel,Manual,First,30,2494.0,100.0,19015,54148
4842,2012,Petrol,Manual,First,43,1198.0,86.8,4183,15534
4843,2018,Petrol,Automatic,First,56,1199.0,83.83,7606,1242
4844,2014,Diesel,Manual,First,28,2179.0,120.0,10785,28110
4845,2011,Diesel,Automatic,First,39,1995.0,218.0,30409,63379
4846,2014,Diesel,Manual,First,50,1364.0,87.2,16353,46117
4847,2016,Petrol,Automatic,First,42,1497.0,117.3,14375,15534
4848,2008,Diesel,Manual,First,51,1582.0,126.2,4411,68105
4849,2015,Diesel,Manual,First,62,1248.0,74.0,7149,22369
4850,2016,Petrol,Manual,First,48,1373.0,91.1,10815,25979
4851,2014,Diesel,Manual,First,53,1498.0,89.84,9507,57986
4852,2011,Petrol,Manual,First,49,998.0,67.1,3346,50331
4853,2019,Petrol,Automatic,First,44,1199.0,88.76,13478,15979
4854,2015,Diesel,Manual,First,35,2179.0,140.0,14147,22990
4855,2017,Diesel,Manual,First,43,1493.0,100.0,11515,35032
4856,2017,Petrol,Manual,First,42,1199.0,88.7,12017,4970
4857,2018,Petrol,Manual,First,37,1298.0,88.2,8594,9065
4858,2013,Petrol,Manual,First,38,1198.0,73.9,4943,40443
4859,2019,Diesel,Manual,First,48,1582.0,126.2,24750,15449
4860,2011,Petrol,Manual,First,43,1199.0,79.4,4883,40284
4861,2013,Diesel,Manual,First,60,1498.0,98.6,5932,23612
4862,2008,Petrol,Automatic,Second,23,2496.0,157.7,9887,47845
4863,2016,Diesel,Automatic,First,43,2993.0,265.0,73018,16777
4864,2016,Diesel,Automatic,First,47,1968.0,143.0,28751,24233
4865,2015,Diesel,Manual,First,62,1248.0,74.0,5476,81399
4866,2015,Diesel,Manual,First,62,1248.0,74.0,8366,26718
4867,2011,Diesel,Manual,Second,30,2494.0,102.0,10648,42253
4868,2016,Diesel,Automatic,First,37,1995.0,184.0,63510,28064
4869,2007,Diesel,Automatic,First,39,1995.0,218.0,15972,74564
4870,2014,Diesel,Manual,First,35,2179.0,140.0,15349,53494
4871,2009,Petrol,Manual,First,39,1497.0,118.0,4563,44427
4872,2014,Diesel,Manual,First,39,2200.0,139.01,18254,31068
4873,2015,Diesel,Manual,First,47,1498.0,88.0,7469,41010
4874,2010,Petrol,Manual,First,37,1198.0,90.0,3042,27961
4875,2015,Diesel,Manual,First,55,1364.0,67.06,8062,42992
4876,2014,Diesel,Manual,First,44,1461.0,108.5,10983,24982
4877,2017,Diesel,Automatic,First,43,1995.0,190.0,49546,22818
4878,2010,Petrol,Manual,First,43,1197.0,80.0,4183,35728
4879,2018,CNG,Manual,First,35,1196.0,73.0,6586,27285
4880,2011,Diesel,Manual,First,41,1399.0,68.0,5704,32311
4881,2014,Petrol,Automatic,First,39,1497.0,118.0,8990,37873
4882,2013,Diesel,Manual,First,59,1248.0,74.0,6617,54178
4883,2014,Diesel,Manual,First,56,1120.0,70.0,4943,36039
4884,2017,Diesel,Automatic,First,34,2967.0,245.0,103442,36971
4885,2016,Petrol,Manual,First,39,1198.0,74.0,8366,10345
4886,2018,Petrol,Automatic,First,42,1497.0,117.3,18376,21559
4887,2018,Diesel,Manual,First,64,1248.0,74.0,11378,26248
4888,2016,Diesel,Manual,First,56,1120.0,70.0,8366,35930
4889,2011,Diesel,Manual,First,45,1248.0,73.9,5324,68350
4890,2013,Diesel,Automatic,First,0,2179.0,115.0,23578,44738
4891,2013,Diesel,Manual,First,27,2982.0,171.0,28903,39429
4892,2017,Diesel,Manual,First,64,1498.0,98.6,12778,10657
4893,2016,Diesel,Manual,First,57,1248.0,88.5,11028,19263
4894,2014,Diesel,Manual,First,55,1248.0,74.0,6465,26165
4895,2015,Diesel,Automatic,Second,50,1498.0,103.52,8670,34175
4896,2013,Diesel,Automatic,Second,0,2179.0,115.0,39551,28583
4897,2013,Petrol,Manual,First,53,796.0,47.3,3787,19170
4898,2011,Petrol,Manual,Second,38,1198.0,73.9,4563,40389
4899,2015,Diesel,Manual,First,61,1498.0,98.6,9051,40389
4900,2013,Diesel,Manual,First,55,1248.0,74.0,4092,44738
4901,2014,Diesel,Automatic,First,40,1968.0,174.33,39551,18019
4902,2015,Petrol,Manual,First,41,1497.0,117.3,8366,19883
4903,2016,Petrol,Manual,First,42,1196.0,86.8,7377,18563
4904,2018,Diesel,Manual,First,57,1248.0,88.5,12763,20218
4905,2015,Diesel,Manual,First,44,1461.0,108.45,12154,51629
4906,2016,Diesel,Manual,First,49,1396.0,88.73,10572,38946
4907,2010,Petrol,Manual,First,36,1390.0,75.0,2281,57787
4908,2006,Petrol,Manual,First,41,1497.0,78.0,2357,27340
4909,2010,Petrol,Manual,Second,36,1196.0,70.0,4183,48715
4910,2014,Petrol,Manual,First,30,1598.0,102.53,6465,44303
4911,2015,Petrol,Manual,First,47,1197.0,78.9,4335,11184
4912,2019,Diesel,Automatic,First,30,1999.0,148.31,85401,14920
4913,2009,Petrol,Automatic,Second,22,1984.0,208.0,15212,61577
4914,2003,Petrol,Manual,Second,26,1298.0,83.1,1901,38525
4915,2017,Diesel,Manual,First,62,1248.0,74.0,11409,8699
4916,2015,Diesel,Automatic,First,40,1968.0,174.33,39262,27844
4917,2014,Petrol,Manual,First,38,1198.0,74.0,6541,27340
4918,2010,Diesel,Manual,Second,27,2982.0,171.0,16733,84506
4919,2010,Diesel,Manual,Second,27,2982.0,171.0,17874,89547
4920,2012,Petrol,Manual,First,30,2354.0,177.6,10009,59023
4921,2012,Diesel,Manual,First,53,1248.0,74.0,7301,36122
4922,2008,Petrol,Manual,Second,41,1198.0,70.0,2510,37903
4923,2017,Diesel,Manual,First,40,1956.0,170.0,22818,16777
4924,2014,Petrol,Manual,Second,59,624.0,37.5,1521,11215
4925,2007,Petrol,Manual,First,35,1596.0,101.0,2510,90270
4926,2015,Diesel,Manual,First,64,793.0,47.0,5476,26097
4927,2011,Diesel,Manual,First,27,2982.0,171.0,17494,53437
4928,2015,Diesel,Manual,First,64,793.0,47.0,5476,26190
4929,2015,Petrol,Manual,First,49,814.0,55.2,4639,18739
4930,2011,Diesel,Manual,Second,55,1498.0,90.0,9127,29204
4931,2013,Petrol,Manual,First,38,1198.0,74.0,5704,24233
4932,2016,Petrol,Manual,First,38,1199.0,74.0,9385,19961
4933,2017,Diesel,Manual,First,57,1248.0,88.5,13767,36554
4934,2013,Petrol,Manual,First,45,1198.0,86.8,6160,41979
4935,2013,Petrol,Manual,First,41,1298.0,85.8,6465,34175
4936,2018,Petrol,Manual,First,54,998.0,67.04,5704,18641
4937,2016,Petrol,Automatic,First,30,1591.0,121.3,18026,17398
4938,2016,Diesel,Manual,First,53,1498.0,89.84,12534,19775
4939,2008,Petrol,Manual,Second,30,1997.0,141.1,9887,62142
4940,2019,Diesel,Automatic,First,29,2179.0,187.7,89615,10688
4941,2014,Diesel,Manual,First,35,2179.0,140.0,12169,46195
4942,2015,Petrol,Manual,First,38,1198.0,74.0,7058,36122
4943,2010,Petrol,Automatic,First,45,1197.0,80.0,5050,18992
4944,2012,Petrol,Manual,Second,47,1197.0,78.9,4228,34318
4945,2016,Diesel,Automatic,First,34,1998.0,163.7,13614,42112
4946,2013,Petrol,Automatic,First,28,1991.0,181.03,33390,31266
4947,2013,Petrol,Manual,First,27,2359.0,134.0,12017,27961
4948,2007,Petrol,Automatic,First,27,1796.0,186.0,44115,27108
4949,2013,Diesel,Manual,First,51,1199.0,73.9,4943,27961
4950,2014,Petrol,Manual,First,40,1497.0,117.3,8975,6524
4951,2017,Diesel,Manual,First,57,1248.0,88.5,15029,13539
4952,2019,Petrol,Manual,First,43,1197.0,81.86,13356,13132
4953,2011,Diesel,Manual,Second,32,2179.0,138.1,4183,55923
4954,2014,Diesel,Manual,First,50,1461.0,84.8,9096,32033
4955,2011,Petrol,Automatic,First,25,2497.0,215.0,47157,19262
4956,2011,Petrol,Manual,Second,34,1798.0,138.0,5400,41894
4957,2015,Diesel,Manual,First,52,1582.0,126.32,9492,37604
4958,2009,Diesel,Manual,First,45,1248.0,73.9,3331,21126
4959,2013,Diesel,Manual,First,66,1248.0,73.75,8366,42522
4960,2014,Petrol,Manual,First,56,998.0,67.1,3194,10563
4961,2011,Petrol,Automatic,First,24,5000.0,503.0,77065,27145
4962,2012,Diesel,Automatic,First,34,2143.0,170.0,21297,13670
4963,2013,Diesel,Manual,First,51,1582.0,126.2,8366,49228
4964,2007,Petrol,Manual,Third,33,1598.0,102.0,1825,39146
4965,2014,Petrol,Manual,First,47,1197.0,81.8,8062,38476
4966,2015,Diesel,Manual,First,56,1582.0,126.2,9583,52816
4967,2017,Diesel,Automatic,First,42,2143.0,168.0,61563,16274
4968,2013,Diesel,Manual,First,30,2982.0,168.5,24491,40389
4969,2014,Diesel,Automatic,First,30,1968.0,167.6,38030,27961
4970,2008,Diesel,Automatic,Second,31,1995.0,170.0,12093,50522
4971,2016,Petrol,Manual,First,58,796.0,47.3,4031,21747
4972,2012,Petrol,Manual,First,49,998.0,67.1,4274,40605
4973,2012,Petrol,Automatic,First,36,1798.0,167.62,26621,49709
4974,2012,Petrol,Manual,First,37,1197.0,85.0,5020,37903
4975,2019,Petrol,Manual,First,52,998.0,67.04,8123,19770
4976,2016,Diesel,Manual,First,49,1498.0,103.52,12930,25476
4977,2010,Petrol,Manual,Second,37,1198.0,90.0,4092,51328
4978,2015,Diesel,Manual,First,37,2179.0,140.0,17494,32311
4979,2011,Petrol,Manual,First,43,1197.0,85.8,6176,31266
4980,2016,Diesel,Automatic,First,42,2143.0,201.15,74539,31068
4981,2012,Diesel,Manual,First,48,1598.0,103.5,6997,44738
4982,2015,Diesel,Manual,First,56,1120.0,70.0,6024,39628
4983,2015,Petrol,Manual,First,43,1197.0,81.86,8518,17481
4984,2017,Diesel,Manual,First,53,1248.0,74.0,5704,27961
4985,2015,Diesel,Manual,First,53,1396.0,88.73,8366,34608
4986,2012,Diesel,Manual,Second,48,1598.0,103.5,4563,38525
4987,2011,Petrol,Manual,First,37,1368.0,90.0,4563,29825
4988,2010,Petrol,Manual,First,37,1298.0,88.2,4487,56076
4989,2015,Diesel,Manual,First,58,1396.0,69.0,3726,50020
4990,2012,Diesel,Automatic,First,34,2143.0,170.0,21281,73943
4991,2016,Diesel,Automatic,First,27,2987.0,254.79,92414,17734
4992,2012,Petrol,Manual,Second,39,1497.0,116.3,6845,25476
4993,2010,Petrol,Manual,Second,43,1197.0,80.0,3803,36039
4994,2015,Diesel,Manual,First,30,2982.0,168.5,31185,61515
4995,2014,Petrol,Manual,First,44,1197.0,82.0,5932,19386
4996,2009,Diesel,Manual,Second,35,1896.0,105.0,5324,52816
4997,2016,Petrol,Automatic,First,36,1499.0,110.4,12626,37856
4998,2012,Petrol,Manual,First,49,814.0,55.2,3803,27961
4999,2011,Petrol,Automatic,First,45,1198.0,75.94,4031,27340
5000,2016,Petrol,Automatic,First,44,1199.0,88.7,11287,18972
5001,2016,Petrol,Manual,First,38,1198.0,74.0,7043,28830
5002,2008,Petrol,Manual,First,46,796.0,46.3,1658,26097
5003,2011,Diesel,Manual,First,52,1582.0,126.32,5780,41631
5004,2013,Diesel,Automatic,First,23,2148.0,170.0,23959,36039
5005,2015,Petrol,Manual,First,41,1193.0,88.7,8016,16777
5006,2012,Petrol,Manual,Second,43,1198.0,86.8,4183,24585
5007,2016,Diesel,Manual,First,64,1498.0,98.6,11257,9308
5008,2017,Petrol,Automatic,First,56,998.0,67.1,5932,11489
5009,2000,Petrol,Manual,Second,40,993.0,60.0,1064,55923
5010,2015,Diesel,Manual,First,53,1396.0,88.73,8975,73452
5011,2016,Diesel,Manual,First,53,1598.0,118.0,14573,39342
5012,2014,Diesel,Automatic,First,33,2143.0,203.0,37954,26097
5013,2015,Petrol,Manual,First,32,1399.0,98.82,6526,15936
5014,2011,Diesel,Automatic,Second,33,2143.0,203.0,17494,42012
5015,2016,Diesel,Manual,First,37,2179.0,140.0,14679,20505
5016,2015,Petrol,Manual,First,47,1197.0,78.9,5704,12427
5017,2007,Petrol,Manual,Second,33,1341.0,82.9,1673,88856
5018,2014,Diesel,Automatic,First,28,2967.0,241.4,47781,73457
5019,2012,Diesel,Manual,Third,28,2179.0,120.0,9127,61515
5020,2016,Petrol,Manual,First,43,1199.0,88.7,8442,14105
5021,2017,Diesel,Manual,First,32,2179.0,138.1,16596,17398
5022,2014,Diesel,Manual,First,35,2179.0,140.0,11028,38525
5023,2012,Diesel,Manual,First,51,1199.0,73.9,5932,66500
5024,2012,Diesel,Manual,First,45,1248.0,73.9,6008,44168
5025,2013,Diesel,Automatic,First,36,1968.0,174.33,33466,37282
5026,2014,Petrol,Manual,First,54,998.0,67.04,5141,13484
5027,2011,Petrol,Manual,First,39,1497.0,116.3,5248,34796
5028,2016,Petrol,Manual,First,43,1197.0,81.83,8747,20163
5029,2016,Petrol,Manual,First,59,799.0,53.3,4183,7767
5030,2019,Diesel,Automatic,First,42,2143.0,136.0,46092,12727
5031,2014,Diesel,Manual,First,53,1498.0,89.84,11409,28458
5032,2015,Petrol,Manual,First,43,1197.0,81.83,10450,22022
5033,2015,Diesel,Manual,First,30,2494.0,100.6,23122,53685
5034,2012,Diesel,Manual,First,50,1461.0,84.8,5324,93205
5035,2014,Diesel,Manual,First,59,1248.0,74.0,8899,55302
5036,2010,Petrol,Manual,First,44,998.0,66.1,3803,42486
5037,2013,Petrol,Manual,First,43,1197.0,85.8,6008,32311
5038,2017,Diesel,Automatic,First,42,2143.0,136.0,41072,24233
5039,2014,Petrol,Manual,Second,37,1373.0,93.7,10268,42253
5040,2007,Petrol,Manual,Second,44,998.0,67.1,2281,44117
5041,2012,Diesel,Manual,First,51,1199.0,73.9,5932,44740
5042,2014,Diesel,Manual,First,53,1498.0,89.84,9963,84301
5043,2017,Diesel,Manual,First,59,1498.0,98.6,14360,40917
5044,2015,Petrol,Manual,First,33,1798.0,138.03,16383,33504
5045,2014,Diesel,Manual,First,35,2179.0,140.0,11409,36039
5046,2016,Petrol,Manual,First,58,796.0,47.3,4563,2485
5047,2010,Diesel,Automatic,First,43,2993.0,265.0,17874,36039
5048,2016,Petrol,Manual,First,49,814.0,55.2,5004,18536
5049,2016,Diesel,Manual,First,62,1248.0,74.0,9887,44214
5050,2015,CNG,Manual,First,74,998.0,58.33,5780,40194
5051,2011,Diesel,Automatic,First,38,1968.0,147.51,27381,33554
5052,2009,Petrol,Automatic,Second,32,1798.0,157.75,7530,46602
5053,2015,Petrol,Manual,First,41,1193.0,88.7,6875,24362
5054,2014,Diesel,Manual,First,39,2149.0,139.07,12169,25476
5055,2013,Petrol,Manual,First,40,1497.0,117.3,9522,23998
5056,2016,Petrol,Manual,First,39,1498.0,97.7,11409,11184
5057,2011,Petrol,Automatic,First,33,1598.0,103.6,5096,27961
5058,2014,Petrol,Automatic,First,37,1591.0,121.3,8366,30233
5059,2012,Diesel,Automatic,First,51,1582.0,126.2,7986,49088
5060,2012,Diesel,Automatic,First,38,1968.0,140.0,24719,54680
5061,2009,Petrol,Manual,First,36,1586.0,103.3,4107,57166
5062,2019,Diesel,Automatic,First,29,2198.0,158.0,50048,5592
5063,2008,Petrol,Manual,First,47,1197.0,83.11,5187,31143
5064,2014,Diesel,Manual,First,56,1120.0,70.0,6313,49088
5065,2014,Diesel,Manual,Second,47,1498.0,88.8,8975,28583
5066,2012,Petrol,Automatic,First,23,2496.0,157.7,17494,62137
5067,2015,Petrol,Manual,First,43,1197.0,81.83,7225,25476
5068,2015,Petrol,Automatic,First,56,998.0,67.1,5324,15534
5069,2014,Diesel,Manual,First,48,1248.0,88.76,11028,44675
5070,2016,Petrol,Automatic,First,54,998.0,67.04,6617,4411
5071,2018,Petrol,Automatic,Second,52,999.0,67.0,7590,23718
5072,2013,Diesel,Manual,First,28,2179.0,120.0,11637,43719
5073,2011,Diesel,Manual,First,30,2494.0,102.0,13690,124274
5074,2017,Diesel,Manual,First,51,1199.0,73.9,10496,16757
5075,2011,Diesel,Manual,First,47,1399.0,68.0,4411,35107
5076,2014,Diesel,Manual,First,48,1461.0,83.8,8747,24854
5077,2014,Diesel,Manual,First,39,2200.0,139.01,12169,25476
5078,2017,Petrol,Automatic,First,52,999.0,67.0,6708,32997
5079,2013,Diesel,Manual,First,49,1498.0,103.52,7530,14291
5080,2016,Diesel,Automatic,First,37,2179.0,140.0,21905,50330
5081,2012,Diesel,Manual,First,47,1399.0,68.05,4487,50952
5082,2017,Diesel,Manual,First,37,2523.0,62.1,12382,42599
5083,2016,Diesel,Manual,First,48,1498.0,108.5,12854,21126
5084,2015,Diesel,Manual,First,30,2494.0,100.0,19015,47845
5085,2012,Diesel,Manual,First,35,2179.0,140.0,9887,29825
5086,2015,Petrol,Manual,Second,37,1499.0,110.0,11743,17542
5087,2011,Diesel,Automatic,First,39,1968.0,138.1,12169,68350
5088,2009,Diesel,Manual,Second,32,2179.0,138.0,4563,74564
5089,2013,Diesel,Automatic,First,19,2993.0,245.0,44115,30447
5090,2014,Petrol,Manual,First,38,1198.0,74.0,6252,13670
5091,2015,Petrol,Manual,First,43,1197.0,82.9,8168,9273
5092,2013,Diesel,Manual,First,48,1248.0,88.8,9963,46602
5093,2015,Petrol,Manual,First,40,1497.0,117.3,10648,14291
5094,2014,Petrol,Manual,First,39,1497.0,118.0,8336,35418
5095,2013,Diesel,Automatic,First,39,1968.0,138.03,9903,47670
5096,2016,Diesel,Manual,First,60,1498.0,98.6,7834,85749
5097,2013,Diesel,Manual,Second,35,2179.0,140.0,13690,86991
5098,2008,Petrol,Automatic,Second,34,1798.0,138.1,4183,68350
5099,2012,Diesel,Automatic,First,53,1995.0,190.0,19015,45360
5100,2017,Diesel,Manual,First,54,1498.0,98.96,11698,39409
5101,2013,Petrol,Manual,First,43,1197.0,82.85,6951,38607
5102,2013,Petrol,Automatic,First,39,1497.0,118.0,6845,31689
5103,2015,Diesel,Manual,First,54,1248.0,73.94,7453,46602
5104,2008,Petrol,Manual,First,46,1086.0,68.05,2510,34430
5105,2015,Petrol,Manual,First,42,1199.0,82.4,4943,25476
5106,2012,Diesel,Manual,First,52,1582.0,126.32,9507,27961
5107,2018,Petrol,Manual,First,37,1591.0,121.3,18452,33132
5108,2013,Petrol,Manual,First,42,1199.0,82.4,4943,29825
5109,2013,Diesel,Automatic,First,33,1968.0,174.3,44115,44738
5110,2013,Petrol,Manual,First,39,1497.0,118.0,8412,31233
5111,2017,Petrol,Manual,First,39,1497.0,121.36,13310,13545
5112,2014,Diesel,Automatic,Second,28,2967.0,241.4,57654,27961
5113,2010,Petrol,Manual,First,47,1197.0,78.9,3650,38525
5114,2014,Petrol,Manual,First,39,1197.0,80.0,6921,25899
5115,2011,Petrol,Manual,Second,41,1197.0,85.8,4031,43069
5116,2017,Diesel,Manual,Second,58,1396.0,69.0,2433,30447
5117,2012,Diesel,Automatic,Second,38,2993.0,235.0,39125,25147
5118,2013,Diesel,Manual,First,53,1248.0,74.0,6313,37282
5119,2018,Petrol,Manual,First,44,1194.0,94.68,10998,621
5120,2008,Petrol,Manual,Second,32,1599.0,103.2,3955,23612
5121,2008,Diesel,Automatic,Second,37,1995.0,181.0,11028,41010
5122,2017,Diesel,Manual,First,30,2494.0,102.0,21738,21065
5123,2011,Diesel,Automatic,Second,35,2143.0,204.0,26241,35418
5124,2013,Diesel,Manual,First,53,1582.0,126.2,11409,105633
5125,2014,Diesel,Manual,First,54,1248.0,73.94,6617,37282
5126,2016,Diesel,Manual,First,57,1248.0,88.5,13538,52816
5127,2016,Petrol,Manual,Second,44,1197.0,82.0,5324,90720
5128,2014,Diesel,Manual,First,61,1498.0,98.6,9279,34798
5129,2016,Petrol,Manual,First,59,799.0,53.3,4867,5315
5130,2014,Diesel,Manual,First,55,1364.0,67.06,7453,38725
5131,2015,Petrol,Manual,First,56,998.0,67.1,5613,23567
5132,2016,Petrol,Manual,First,56,1199.0,84.0,6054,3355
5133,2013,Diesel,Manual,First,51,1396.0,90.0,4487,37282
5134,2014,Diesel,Automatic,First,38,1968.0,147.51,23137,34629
5135,2015,Diesel,Manual,First,66,1248.0,74.0,9583,38525
5136,2017,Petrol,Manual,First,39,1198.0,73.75,10176,9057
5137,2017,Petrol,Automatic,First,37,1497.0,117.3,14451,10563
5138,2009,Petrol,Manual,First,39,1197.0,80.0,4031,17398
5139,2012,Diesel,Manual,First,34,2199.0,194.3,11409,36163
5140,2018,Petrol,Automatic,First,54,998.0,67.04,8564,7629
5141,2018,Petrol,Manual,First,37,1591.0,121.3,17919,10976
5142,2004,Diesel,Manual,Second,42,1396.0,52.8,1293,124274
5143,2011,Petrol,Manual,First,35,1598.0,103.6,5096,34730
5144,2015,Petrol,Manual,First,54,998.0,67.04,6252,37646
5145,2015,Diesel,Automatic,First,42,2143.0,136.0,38806,8388
5146,2017,Petrol,Manual,First,53,796.0,47.3,4715,18641
5147,2018,Diesel,Automatic,First,25,3198.0,197.0,50960,7456
5148,2017,Petrol,Manual,First,41,1193.0,88.7,7301,40389
5149,2014,Petrol,Manual,First,37,1598.0,103.5,5309,23612
5150,2012,Petrol,Manual,Second,41,1373.0,91.1,7834,15534
5151,2011,Diesel,Automatic,First,32,2987.0,224.0,21920,62137
5152,2014,Petrol,Manual,First,38,1199.0,74.0,7225,8518
5153,2015,Diesel,Automatic,First,29,2982.0,168.5,28903,62137
5154,2017,Petrol,Manual,First,54,998.0,67.04,7453,10563
5155,2008,Diesel,Automatic,Second,37,1995.0,181.0,9583,55302
5156,2006,Petrol,Manual,Second,39,1497.0,100.0,3650,62244
5157,2009,Petrol,Manual,First,30,1999.0,114.0,4563,60272
5158,2016,Petrol,Manual,First,42,1198.0,74.93,6465,24972
5159,2016,Diesel,Manual,First,47,1498.0,88.0,9583,18421
5160,2018,Petrol,Manual,First,49,998.0,100.0,12397,27116
5161,2012,Petrol,Manual,First,47,1197.0,78.9,4898,23197
5162,2018,Petrol,Manual,First,43,1197.0,81.83,11637,30078
5163,2011,Petrol,Automatic,First,24,2979.0,306.0,45636,15534
5164,2010,Petrol,Manual,Second,47,1197.0,78.9,3498,44987
5165,2012,Petrol,Automatic,First,31,1598.0,181.0,33466,11184
5166,2012,Petrol,Manual,First,45,1198.0,86.8,4989,40492
5167,2016,Petrol,Manual,First,48,1373.0,91.2,10785,15794
5168,2013,Diesel,Manual,First,45,1248.0,73.9,9827,24230
5169,2012,Diesel,Manual,First,51,1199.0,73.9,6084,37282
5170,2011,Diesel,Automatic,First,40,1995.0,184.0,16733,44738
5171,2016,Diesel,Automatic,Second,28,2967.0,241.4,75741,19309
5172,2015,Diesel,Manual,First,60,1498.0,99.0,7301,2678
5173,2017,Diesel,Automatic,First,51,1995.0,190.0,53242,13048
5174,2011,Diesel,Automatic,First,32,2987.0,224.0,33451,33554
5175,2007,Petrol,Manual,Second,40,1061.0,64.0,1673,31068
5176,2018,Petrol,Manual,First,50,1197.0,83.1,10040,8077
5177,2013,Petrol,Manual,First,51,1197.0,81.8,6845,45981
5178,2009,Petrol,Manual,Second,34,1150.0,76.0,1521,46602
5179,2017,Diesel,Manual,First,47,1498.0,88.0,10496,15534
5180,2012,Diesel,Automatic,First,0,2179.0,115.0,25480,86370
5181,2015,Diesel,Automatic,First,33,1968.0,174.3,38775,32311
5182,2015,Diesel,Automatic,First,43,1968.0,187.74,54003,12427
5183,2018,Diesel,Manual,First,56,1186.0,73.97,9553,20295
5184,2012,Diesel,Manual,Second,28,2179.0,120.0,7423,47707
5185,2016,Diesel,Manual,First,53,1248.0,74.0,5628,62325
5186,2015,Petrol,Manual,First,49,814.0,55.2,5248,27335
5187,2016,Diesel,Manual,First,36,2179.0,120.0,15562,44812
5188,2010,Petrol,Automatic,Second,26,2354.0,142.0,9887,51573
5189,2016,Petrol,Manual,First,38,1199.0,74.0,9355,4674
5190,2014,Petrol,Manual,First,35,1196.0,73.0,4411,21542
5191,2016,Diesel,Manual,First,56,1120.0,70.0,8366,18641
5192,2017,Diesel,Automatic,First,25,3198.0,197.0,47157,10563
5193,2015,Diesel,Manual,First,56,1186.0,73.97,6465,36823
5194,2016,Diesel,Manual,First,53,1248.0,74.0,8336,40519
5195,2016,Petrol,Manual,First,43,1197.0,81.83,11028,11806
5196,2012,Petrol,Manual,First,41,1298.0,85.8,4563,31068
5197,2015,Diesel,Automatic,First,53,1995.0,190.0,44875,29204
5198,2007,Petrol,Manual,Second,41,1497.0,78.0,2266,46602
5199,2013,Petrol,Automatic,First,39,1197.0,78.9,5552,33885
5200,2018,Diesel,Manual,First,54,1498.0,98.96,16581,8077
5201,2015,Petrol,Manual,First,54,998.0,67.04,6541,30327
5202,2012,Diesel,Manual,Second,48,1248.0,88.76,9294,39146
5203,2015,Diesel,Manual,First,30,2494.0,102.0,23578,40246
5204,2016,Petrol,Manual,First,41,1497.0,117.3,10496,21520
5205,2012,Petrol,Manual,First,44,1197.0,85.8,7134,43024
5206,2011,Petrol,Manual,First,43,1197.0,85.8,4852,20686
5207,2012,Petrol,Automatic,Second,35,1396.0,98.6,5704,34175
5208,2019,Petrol,Manual,First,40,1197.0,81.86,13082,621
5209,2011,Petrol,Manual,Second,39,1497.0,118.0,5856,49709
5210,2016,Diesel,Automatic,First,31,4134.0,382.0,103184,40390
5211,2019,Petrol,Manual,First,41,1198.0,86.7,14162,10297
5212,2008,Petrol,Automatic,First,30,1799.0,130.0,4563,94841
5213,2015,Petrol,Manual,First,43,1197.0,81.83,8366,32932
